query name,avg_round
remove vetoablechangelistener from listener list,0.0
bind socket to address,0.0
append time zone as such,1.0
return bounding rectangle in coordinate system,1.0
return factory for ui components,0.0
create listener for view,0.0
return copy of this offsetdatetime with hour,0.0
return reference to component of this key pair,0.0
convert biginteger to int,1.0
set transaction isolation property for jdbc rowset object,0.0
create link to target,0.0
return element in currently,0.0
initialize propertychangelistener with object,0.0
convert pathname into string,0.0
return width margin for tablecolumn,0.0
return stream of pseudorandom int values from generator,0.0
obtain time from system clock,1.0
compare gssname object to object,0.0
write idl value type value to output stream,0.0
call dragenter on dragsourcelisteners,0.0
return representation of the specified point value according to ieee point format layout,1.0
insert menu item with label,0.0
insert element at front of this deque,1.333
set location of the end points of this curve to coordinates,0.0
update elemvec with list of elements,0.0
compare certification path for equality,0.0
mark component as in need of layout,0.0
retrieve element in enumeration,0.0
remove element at position,1.0
convert float value into string,0.0
return default value for annotation member,0.0
get text from text editing component,1.0
remove listeners from jlist,0.0
write byte to output stream,2.0
compute value for classvalue,0.0
append separator to end of the menu,0.0
return clone of this object with selection,0.0
register parameter in position parameterindex,1.0
add component to end of remaining name,0.0
return copy of this offsettime with minute altered,0.0
return value of the specified character in radix,0.0
return value for cell,0.0
get number of seconds from epoch of 01t00:00:00z,0.0
convert string argument into string,0.0
invoke finishedpaintingchildren method on ui,0.0
return stream of pseudorandom long values from generator,0.0
insert contents of the insert row into resultset object,0.0
set value of the indexed component of the specified array object to value,0.0
create signedinfo with canonicalization,0.0
return array of unnormalized color alpha components given pixel,1.0
invoke namingexceptionthrown method on listener,0.0
remove vmid from reference list of each remote object,0.0
remove listener from mbean,0.0
return raster provided represent,0.0
fetch allocation for child view,0.0
combine date with time,1.0
connect socket to port number,0.0
return reference to object,1.75
set parameter in command,0.0
convert value into string,1.0
initialize cipher with key,0.0
add element to job state reasons,0.0
select rows in interval,0.0
push element onto stack,1.0
calculate period between date,1.0
return user drop action for drop,0.0
return codebase for object reference,0.0
compare object to timestamp object,0.0
return permissioncollection object for storing,1.0
select item in list,1.0
connect socket to address,0.0
advance position to component,0.0
convert path string to path,0.0
write default namespace to stream,0.0
set index for tabbedpane,0.0
set title for frame,0.0
set parameter in sql command,0.0
return copy of this offsettime with number of nanoseconds,0.0
retrieve sql type name for serialstruct,0.0
invoke getmaximumdividerlocation method on ui,0.0
read idl from input stream,0.0
set sample in band,0.0
return builder for doublestream,0.0
write soapmessage object to output stream,0.0
push stream position onto stack of marked positions,0.0
set parameter to value,1.0
read array of wide chars from input stream,0.0
retrieve fetch size for resultset object,0.0
set selection to path,0.0
initialize cause of this throwable to value,0.0
report property update to listeners,1.917
return contentpane object for applet,0.0
insert menu item at position,0.0
interrupt threads in thread group,0.0
write value to stream,1.0
set currency symbol for currency of these decimalformatsymbols,0.0
set color to color,0.0
read characters into portion of an array,0.0
remove characters in substring of this sequence,0.0
set input verifier for component,0.0
return height of a tile in image,0.0
return color component for pixel,0.0
write long to output stream,0.0
read boolean from file,0.0
return font for state,0.0
set result of this future to value,0.0
insert component into document,0.0
set tag value for task,0.0
return qname for start_element,0.0
remove rows from tabulardatasupport instance,0.0
obtain date in calendar system,0.0
initialize agreement with key,0.0
set hostnameverifier for instance,0.0
write idl float value to output stream,0.0
return tab background color at index,0.0
return number of glyphs in font,0.0
get file object for output,0.0
replace entry for key,1.0
append string representation of the boolean argument to sequence,0.0
return layeredpane object for applet,0.0
create focuslistener for jsplitpane ui,0.0
return width in pixels of the given image,0.0
get indexes on list,0.0
set insets from paragraph attributes,0.0
set value for control,0.0
send notification for relation removal,0.0
print pages for jobs,0.0
create xmlobject from parameters,0.0
return samples in array of float,0.0
map region of file into directly,0.0
return first in month adjuster,0.0
write string value to stream,1.0
update element at index,1.0
initialize processor with processing environment,1.0
set parameter to value,1.0
set keyboard mnemonic for accessing,0.0
invoke provideerrorfeedback on look,0.0
perform layout for axis of the box,0.0
register party component with nimbuslookandfeel,0.0
schedule task for delay execution,1.0
